,node_i,node_j,sim
0,0,1,0.7916376445540019
1,0,2,-0.39951350465785473
2,0,3,0.9200685189925727
3,0,4,-0.9136867533573428
4,0,5,-0.12441298207548701
5,0,6,-0.3797490681865484
6,0,7,-0.4421310580674284
7,0,8,-0.7463588578894641
8,0,9,-0.5677646229319577
9,0,10,0.7706360883979665
10,0,11,0.6684340901521897
11,0,12,0.8567511646834794
12,0,13,0.15977840592062395
13,0,14,0.5169417506283319
14,0,15,0.7260237936687616
15,0,16,-0.7844970200088777
16,0,17,-0.19612910593175908
17,0,18,0.1270771566718709
18,0,19,-0.6933833491828485
19,0,20,-0.014483711931527931
20,0,21,-0.45778829765116896
21,0,22,-0.5571738932503127
22,0,23,0.23786820844264556
23,0,24,-0.022622932956584522
24,0,25,0.34051179372988183
25,0,26,-0.16177819453269968
26,0,27,-0.7409874396300012
27,0,28,0.3890935488433782
28,0,29,-0.7171859036011428
29,0,30,-0.16893904819286226
30,0,31,-0.9371756863606389
31,0,32,0.35740260252620887
32,0,33,-0.3411914923309905
33,0,34,-0.4825563414289994
34,0,35,-0.6916945959212719
35,0,36,0.3059279280058024
36,0,37,-0.13326436594791363
37,0,38,0.5458759986993513
38,0,39,-0.2984408614063595
39,0,40,-0.11241013448193941
40,0,41,0.22002416517444362
41,0,42,-0.11891354323864432
42,0,43,0.2095990875130712
43,0,44,-0.3420246294980784
44,0,45,-0.6091632162446687
45,0,46,-0.4646303286132708
46,0,47,0.6717384516996376
47,0,48,-0.5179931593928762
48,0,49,-0.5436737945187906
49,0,50,0.37604054861938446
50,0,51,0.7417698028415979
51,0,52,-0.011848871471676998
52,0,53,0.20010823611477604
53,0,54,0.5791197616278928
54,0,55,-0.3365717776223593
55,0,56,0.2911510006149265
56,0,57,0.30640698584057563
57,0,58,0.8529119944420561
58,0,59,0.03375568439927265
59,0,60,-0.11932418733948136
60,0,61,-0.705626922104595
61,0,62,-0.08485840994295353
62,0,63,0.7285024977974167
63,0,64,0.7838034323462967
64,0,65,-0.41247636503437823
65,0,66,0.12978915794535856
66,0,67,-0.3621465356651254
67,0,68,-0.21851998389386165
68,0,69,-0.20772193963336646
69,0,70,0.4147798240126626
70,0,71,0.3529164126027528
71,0,72,-0.0907940755523521
72,0,73,0.08631239852601476
73,0,74,0.33286282118395283
74,0,75,-0.195498606077353
75,0,76,-0.2808227243977393
76,0,77,0.7172819184963227
77,0,78,-0.5645497277860988
78,0,79,0.7568954269198562
79,0,80,-0.44795718993377515
80,0,81,0.10945137009596416
81,0,82,0.34637012790561
82,0,83,-0.6733550893516382
83,0,84,0.5574897502223481
84,0,85,-0.7533438103038571
85,0,86,0.4453386341066669
86,0,87,0.9574283278839968
87,0,88,-0.17223350418436525
88,0,89,0.3264820354149297
89,0,90,0.8595335610769436
90,0,91,-0.07548691055008645
91,0,92,-0.43279093622150244
92,0,93,0.5407916679375538
93,0,94,-0.640098179556715
94,0,95,-0.45780663273862465
95,0,96,0.6186845270689024
96,0,97,-0.2564006875923458
97,0,98,0.3050487214121892
98,0,99,-0.3051314628387433
99,0,100,0.058727960674013736
100,0,101,-0.43245728299548813
101,0,102,-0.4163061853843755
102,0,103,-0.7078734356667443
103,0,104,0.7349829158915491
104,0,105,-0.8088723542934273
105,0,106,0.16641263666467454
106,0,107,-0.7649257192378434
107,0,108,0.27740062437187035
108,0,109,-0.7721206155266548
109,0,110,0.6157215238593079
110,0,111,0.6142429341752909
111,0,112,-0.9280909147211694
112,0,113,-0.8796372062629351
113,0,114,-0.28173229026320906
114,0,115,-0.7937051255630535
115,0,116,-0.6074502300450983
116,0,117,0.7690028490089839
117,0,118,0.9165744656872135
118,0,119,-0.8437636876780843
119,0,120,0.9374097443595674
120,0,121,-0.6946346861793081
121,0,122,-0.4592462225044739
122,0,123,-0.6061070290217144
123,0,124,-0.917403046653953
124,0,125,-0.30327195101769805
125,0,126,-0.7447424719908349
126,0,127,-0.7775832762936499
127,0,128,-0.6607526286836277
128,0,129,-0.9543737494763668
129,0,130,0.6535948867208813
130,0,131,0.8976360988032002
131,0,132,0.582977967841696
132,0,133,0.5590008221667974
133,0,134,0.44215637575500655
134,0,135,-0.3775176269940356
135,0,136,0.7539524258221295
136,0,137,0.9035969582998058
137,0,138,-0.6132822750602297
138,0,139,0.7138193419479449
139,0,140,0.07823571598347369
140,0,141,-0.5279287614740068
141,0,142,0.43290532773481993
142,0,143,0.39105311849789226
143,0,144,-0.8322106948959805
144,0,145,0.7456482029186484
145,0,146,-0.20560468064352855
146,0,147,-0.861693048590524
147,0,148,0.9500768042624974
148,0,149,-0.76599043693528
149,1,2,-0.8322747827872035
150,1,3,0.8987484494511534
151,1,4,-0.8265571494299205
152,1,5,-0.4849215279093222
153,1,6,0.16664589863844592
154,1,7,0.1827999324147046
155,1,8,-0.9409390319803717
156,1,9,-0.5941632781937122
157,1,10,0.4424981822289931
158,1,11,0.6060985607392666
159,1,12,0.9418843318799814
160,1,13,-0.22842110750319006
161,1,14,-0.02379258582097148
162,1,15,0.5160786428051547
163,1,16,-0.44328603251883747
164,1,17,-0.41153920397491084
165,1,18,0.0420244540419979
166,1,19,-0.15672119157876563
167,1,20,0.03168605868535202
168,1,21,-0.2116199178158483
169,1,22,-0.28664421632737824
170,1,23,0.06849663080151133
171,1,24,-0.2873708585078424
172,1,25,-0.21175190547571365
173,1,26,-0.28055856869962653
174,1,27,-0.2607745114364557
175,1,28,0.3813380151140941
176,1,29,-0.9700175323841915
177,1,30,0.051548208405617406
178,1,31,-0.8013164080505766
179,1,32,0.4223071095412784
180,1,33,0.229387188834817
181,1,34,-0.4279445559693102
182,1,35,-0.9633035539384311
183,1,36,-0.022748940934978364
184,1,37,-0.6734684529229856
185,1,38,0.5825505889906942
186,1,39,-0.012526629925708651
187,1,40,0.36480994853541787
188,1,41,-0.40376892220622146
189,1,42,-0.46595654640428186
190,1,43,-0.10642161532884521
191,1,44,-0.8139304444210458
192,1,45,-0.1478440675382299
193,1,46,0.09313300655422745
194,1,47,0.8047560364954846
195,1,48,-0.6798698738940475
196,1,49,-0.09741229288824486
197,1,50,0.3508699442996645
198,1,51,0.2872291429111139
199,1,52,0.12623879536341537
200,1,53,0.40097831630721953
201,1,54,0.6192208283566139
202,1,55,0.1854856282434661
203,1,56,0.044607988303402575
204,1,57,-0.28194356549647354
205,1,58,0.4915965475805328
206,1,59,-0.21182947289184215
207,1,60,0.323150985305502
208,1,61,-0.40289006169274294
209,1,62,-0.1367896069063413
210,1,63,0.7583241098847516
211,1,64,0.29961835194658193
212,1,65,0.22609409425427268
213,1,66,0.3806144767500633
214,1,67,-0.46896449467810125
215,1,68,0.18332435427003657
216,1,69,0.20785546401548868
217,1,70,-0.15140766611871329
218,1,71,0.24947125391688804
219,1,72,0.12116323403238063
220,1,73,0.01703129224267278
221,1,74,0.7742797321467045
222,1,75,-0.1467968720646143
223,1,76,0.07415994718443936
224,1,77,0.5168130546305575
225,1,78,-0.6778443368573744
226,1,79,0.6059037308044555
227,1,80,0.16254504618194587
228,1,81,0.3659497011265256
229,1,82,0.7289163082894026
230,1,83,-0.6946977646435356
231,1,84,0.09083796727077159
232,1,85,-0.5602034920505728
233,1,86,0.3127924922142716
234,1,87,0.8135765600934518
235,1,88,0.3115119445165406
236,1,89,0.19120444440628195
237,1,90,0.7780238660930529
238,1,91,0.43993635665566366
239,1,92,-0.3890430843325624
240,1,93,0.8510787453377553
241,1,94,-0.45693062303807586
242,1,95,0.09849254563486218
243,1,96,0.4550682320236361
244,1,97,0.21769156970403658
245,1,98,0.060041328861680364
246,1,99,-0.42311309930626084
247,1,100,0.5099397179757116
248,1,101,-0.7539323464455306
249,1,102,-0.24102517723391978
250,1,103,-0.3584440690894969
251,1,104,0.33952150680416526
252,1,105,-0.8489099168291462
253,1,106,-0.3287512536948691
254,1,107,-0.23982871654239304
255,1,108,0.5001248559843963
256,1,109,-0.33999744559276396
257,1,110,0.2600020143985467
258,1,111,0.394422239760802
259,1,112,-0.8595959279940085
260,1,113,-0.6372142959299533
261,1,114,-0.6728000975456
262,1,115,-0.6149031972541928
263,1,116,-0.32867869130917277
264,1,117,0.3655703565001305
265,1,118,0.6873346980820987
266,1,119,-0.5948284912064183
267,1,120,0.666509925007792
268,1,121,-0.4250610183566212
269,1,122,-0.49445041565063697
270,1,123,-0.3349905387606863
271,1,124,-0.8211557039993678
272,1,125,-0.6008357999273075
273,1,126,-0.9817099689208052
274,1,127,-0.5452592365149962
275,1,128,-0.766196744703412
276,1,129,-0.7889381291037242
277,1,130,0.7430824363159649
278,1,131,0.769132989408216
279,1,132,0.22290033052854064
280,1,133,0.2802150415564886
281,1,134,0.4948892480325037
282,1,135,-0.6005527086185272
283,1,136,0.7381495673689884
284,1,137,0.7705655052878818
285,1,138,-0.05389792822048492
286,1,139,0.7449125467324635
287,1,140,-0.47564589601736834
288,1,141,-0.022592332704084724
289,1,142,0.1815532362709625
290,1,143,-0.14745450199491808
291,1,144,-0.6864949652640427
292,1,145,0.8543327017565528
293,1,146,0.36136772749564405
294,1,147,-0.9049867315685651
295,1,148,0.6424582106700228
296,1,149,-0.2732908469121951
297,2,3,-0.5211681151276725
298,2,4,0.37692594899850734
299,2,5,0.8554429609338935
300,2,6,-0.5372718780312309
301,2,7,-0.618331881697816
302,2,8,0.8399221016665528
303,2,9,0.6920164198175218
304,2,10,-0.18965565426556535
305,2,11,-0.1485514096558919
306,2,12,-0.6903495803557375
307,2,13,0.7091973183706163
308,2,14,0.24389017791038128
309,2,15,-0.45140927750573395
310,2,16,-0.09563705699531938
311,2,17,0.6961140894306072
312,2,18,0.36794543480038344
313,2,19,-0.23806895482757606
314,2,20,-0.4042299086546397
315,2,21,0.2722613894425358
316,2,22,-0.2297042577934741
317,2,23,0.4090682498188801
318,2,24,0.682420985039584
319,2,25,0.5553206801202043
320,2,26,0.6074084036382431
321,2,27,-0.1701709500313155
322,2,28,0.06805738560579751
323,2,29,0.9057892398323081
324,2,30,0.1414865475326502
325,2,31,0.3963439608846499
326,2,32,-0.6292857309454779
327,2,33,-0.5117856776033933
328,2,34,0.264740371956818
329,2,35,0.7660870301852903
330,2,36,0.3953582136080024
331,2,37,0.8038253489384535
332,2,38,-0.6795060617592263
333,2,39,-0.4119661500699419
334,2,40,-0.4980658319386653
335,2,41,0.6750231056819916
336,2,42,0.29125463921156725
337,2,43,0.3182723158450941
338,2,44,0.9856839578693964
339,2,45,-0.2860100321029114
340,2,46,-0.5881500463469511
341,2,47,-0.5058121466922196
342,2,48,0.7799896288380443
343,2,49,-0.12656748274787777
344,2,50,-0.5496735007000949
345,2,51,-0.012991654819564772
346,2,52,0.16369342799668993
347,2,53,-0.15417245995567122
348,2,54,-0.7275984792440643
349,2,55,-0.4986823624778812
350,2,56,0.4567251484159602
351,2,57,0.5731165860148187
352,2,58,-0.21337503597145532
353,2,59,0.6221860942699468
354,2,60,-0.6777106154803592
355,2,61,0.28094008470244747
356,2,62,-0.20427927884026997
357,2,63,-0.7620402635047047
358,2,64,0.20785556122229057
359,2,65,-0.5985942500010268
360,2,66,-0.7085917320115932
361,2,67,0.6751102673800423
362,2,68,-0.13003444401238132
363,2,69,-0.6572034607770748
364,2,70,0.65217954653852
365,2,71,0.08038690436085956
366,2,72,-0.15183130921490642
367,2,73,-0.24412735521015655
368,2,74,-0.6850053723366556
369,2,75,0.3984697293652946
370,2,76,-0.590979603109338
371,2,77,-0.4446968753358937
372,2,78,0.7929879170968381
373,2,79,-0.5390598250986632
374,2,80,-0.5959961443782558
375,2,81,-0.19138877275978458
376,2,82,-0.6755011510476572
377,2,83,0.2867704665459377
378,2,84,0.3818545076273182
379,2,85,0.01756678594351533
380,2,86,-0.3275115228591821
381,2,87,-0.36403101622663675
382,2,88,-0.44015946382002774
383,2,89,-0.2457108043600467
384,2,90,-0.3864168886179339
385,2,91,-0.784832307676223
386,2,92,0.4653286101333787
387,2,93,-0.80257640737245
388,2,94,0.43463651868380804
389,2,95,-0.35557570986862136
390,2,96,-0.45780414752424553
391,2,97,-0.6457950250659917
392,2,98,0.22539223716379017
393,2,99,0.5607222254144478
394,2,100,-0.49442260872587795
395,2,101,0.9135152763445366
396,2,102,-0.27295863854818603
397,2,103,0.21109841672610422
398,2,104,-0.1337538230073049
399,2,105,0.5995045960502376
400,2,106,0.5297100605248553
401,2,107,-0.20298619880349458
402,2,108,-0.20129206332278549
403,2,109,0.071120212233438
404,2,110,-0.1076992517843727
405,2,111,-0.3837445717090008
406,2,112,0.5769459861122102
407,2,113,0.11302197287758141
408,2,114,0.7433020474419993
409,2,115,0.14105686811179488
410,2,116,-0.0993951699256184
411,2,117,-0.009836798805000645
412,2,118,-0.44727088079410415
413,2,119,0.13366792537826874
414,2,120,-0.2998812415303272
415,2,121,0.27693569737521
416,2,122,0.669758584804584
417,2,123,0.2324571950465042
418,2,124,0.3951901304089157
419,2,125,0.3951464245997338
420,2,126,0.8444263086194754
421,2,127,0.3911839584213551
422,2,128,0.6680738788708899
423,2,129,0.5126313873829035
424,2,130,-0.44788389342653206
425,2,131,-0.5832634384887345
426,2,132,0.24331306828989174
427,2,133,-0.2381941611740806
428,2,134,-0.1305257062747111
429,2,135,0.2957597530224027
430,2,136,-0.6589540453686723
431,2,137,-0.5834648409924528
432,2,138,-0.4398661071653286
433,2,139,-0.7587585312041697
434,2,140,0.8670731321099534
435,2,141,-0.47670857660340804
436,2,142,0.25406128002062045
437,2,143,0.2966810350044183
438,2,144,0.5407877481855615
439,2,145,-0.6617915047086923
440,2,146,-0.7871380051637922
441,2,147,0.5583355023817204
442,2,148,-0.30766769060302035
443,2,149,-0.23885114820860062
444,3,4,-0.9781731536296799
445,3,5,-0.10586963227700989
446,3,6,-0.24022028327863218
447,3,7,-0.2169247627599772
448,3,8,-0.85240512010949
449,3,9,-0.38818285274248027
450,3,10,0.6319656490527797
451,3,11,0.8504523926410572
452,3,12,0.8780870267662854
453,3,13,0.16915649481992348
454,3,14,0.2129939850790436
455,3,15,0.4845026205202802
456,3,16,-0.7912413217171745
457,3,17,-0.05787614334633228
458,3,18,0.34943463498654376
459,3,19,-0.4891391660658379
460,3,20,-0.19365820777304715
461,3,21,-0.13997213046788556
